name	type	x	y	z
S01	source	86.42417484215703	171.72485953782294	83.58563150433235
S02	source	96.95876663524211	181.37381076908454	71.48239161206386
S03	source	80.57692618251892	188.35286933594938	77.26999430245236
S04	source	97.83399634949618	200.92041928453756	45.81956111891418
S05	source	104.03409023557111	187.95265920618098	57.81807495830435
S06	source	110.62637942039147	188.41231371451622	40.29954930582241
S07	source	116.77260341752066	185.95262216405436	24.041768068868443
S08	source	118.81813963393628	178.82487603862205	6.8493477401678655
S09	source	109.00678591095969	194.5749232554566	9.347677340143688
S10	source	97.12206545844977	193.59418906420356	-21.257290612731353
S11	source	88.25940117093582	210.08680112199974	-21.133883814454563
S12	source	98.67162666440804	204.9441008560415	-6.446934020586533
S13	source	97.62309102192617	211.88405595109455	12.120970837266487
S14	source	82.82936753341383	222.88194261099986	15.40129618108761
S15	source	91.36196632930947	214.18161644481174	29.61633689120247
S16	source	82.75260929531179	212.4524980904016	52.07849107124845
S17	source	65.74049538888698	219.57881218484212	55.299038829348916
S18	source	73.35192024017523	207.62300308351746	67.53395364171578
S19	source	61.33316567183712	197.92170751403694	80.22195207352922
S20	source	43.11187465955419	201.02556975445827	83.208403653278
S21	source	51.094783950681034	185.31934081166628	89.54526657165042
S22	source	17.725262865906863	178.21206452256754	90.77537782275853
S23	source	27.72015451551444	193.309137827755	86.00580566894841
S24	source	9.75331975393836	191.9825043804151	80.9066692374906
S25	source	26.697722740734907	221.5397167453116	58.97246676923385
S26	source	36.557971365365184	213.33382794039008	72.61091191454791
S27	source	45.35968831251835	223.03378727339998	59.23149235613093
S28	source	55.915333385600746	229.6054208946979	38.17112437951448
S29	source	64.38574545361483	231.70750230003637	21.6060504840146
S30	source	45.92745870117693	234.46960525072888	23.09961583395776
S31	source	60.21184186097516	228.48306258821896	-15.520334900671585
S32	source	72.8661399816221	227.34926302224812	-1.7670975502149284
S33	source	77.27473507069502	221.62478779623666	-19.040284075213233
S34	source	79.70847202576563	203.77990022250157	-36.29590431053339
S35	source	74.54638662431563	190.29126666524206	-48.211353906168014
S36	source	62.88478558895722	204.4579382847342	-44.48566249146355
D01	detector	89.27011336505468	187.67901811533298	72.40253899789437
D02	detector	94.07340366085361	174.0197464217749	77.59059249953121
D03	detector	87.98662255330602	180.48384654761895	77.44600580628286
D04	detector	80.61635063400976	179.75277510574898	82.34488592142297
D05	detector	109.36535223240533	185.45264886774567	49.75300869516505
D06	detector	98.85690064410281	195.7275774026013	54.287486484272804
D07	detector	104.16482200181959	192.42846406841159	47.979061794346975
D08	detector	104.27221312895063	196.1051659348878	39.896690203603086
D09	detector	113.29951249544351	186.86004699538177	4.68174948358615
D10	detector	119.67883344440386	179.777157662204	16.752380905517306
D11	detector	114.8658429874722	186.450807152711	13.412931049726666
D12	detector	111.61918302256926	192.71521680054727	18.80466276007654
D13	detector	92.68188662169888	210.4988851665562	-12.190198378460568
D14	detector	91.40898157924657	201.1753683569798	-24.35633774370072
D15	detector	94.68436443126454	202.87503034741493	-16.279369482590816
D16	detector	99.96222509284817	196.95083751870882	-12.291572325611163
D17	detector	84.8395584691531	219.95643814211604	24.735012268713835
D18	detector	89.98283203718606	218.06908040074615	10.363240709143849
D19	detector	90.60480829488316	216.31587166896873	19.046201303185523
D20	detector	96.99203437831034	210.922096464044	22.040350931698885
D21	detector	66.71597376299161	213.84702068781093	63.41770301603722
D22	detector	74.43827892576799	217.81426542982123	50.72163385546831
D23	detector	73.948341641458	213.2181044529204	58.30382784743772
D24	detector	80.6907722356144	207.993027241129	60.772146670807615
D25	detector	44.053765236394185	192.154653771953	87.69587418494642
D26	detector	52.464202764966444	202.507014208313	80.03712925031958
D27	detector	51.84660809402412	194.75553936005383	84.32520743281921
D28	detector	59.02185628071172	189.6049500998955	85.24261886319164
D29	detector	18.953503899089515	195.73908685313057	81.8876890237315
D30	detector	25.502149119651985	184.42719916231778	89.99445426306353
D31	detector	18.39957904511989	187.83456891024588	85.89595090973252
D32	detector	10.743084116618164	183.33742071528926	85.80570944240253
D33	detector	44.015095467450486	217.46461030464417	67.41036990575057
D34	detector	28.685007190166765	216.23728872375384	67.19759033020516
D35	detector	36.20512747287282	219.30244398636722	63.60495701330423
D36	detector	35.915279761001194	224.20543293070367	56.20691080395696
D37	detector	54.9940000856591	233.83501611028117	18.96285092085261
D38	detector	63.198655700615944	229.83927539968397	31.343516590098087
D39	detector	55.40951251346417	231.92750948182106	27.62559689916228
D40	detector	48.03588175411746	232.10823693549798	32.57042318653613
D41	detector	78.25474957898078	223.63064371347036	-9.307154383133302
D42	detector	64.23823785813784	229.26445316331336	-6.41565126843119
D43	detector	70.11757230443075	225.81903780223456	-12.10923884203325
D44	detector	67.85972947617367	224.56201652992002	-20.604910874535257
D45	detector	66.3597255720096	196.00189759231102	-48.50285901668697
D46	detector	80.17973811214453	195.4449153543253	-41.77528707897561
D47	detector	72.37988141301282	199.5097017241593	-42.997640236054984
D48	detector	70.60018055488435	207.0822922258415	-38.714774612502374
