name	type	source	detector	wavelength_nominal	units
S02-D29-850.0	NIRSCWAMPLITUDE	S02	D29	850.0	dimensionless
S02-D30-735.0	NIRSCWAMPLITUDE	S02	D30	735.0	dimensionless
S02-D30-850.0	NIRSCWAMPLITUDE	S02	D30	850.0	dimensionless
S02-D31-735.0	NIRSCWAMPLITUDE	S02	D31	735.0	dimensionless
S02-D31-850.0	NIRSCWAMPLITUDE	S02	D31	850.0	dimensionless
S02-D32-735.0	NIRSCWAMPLITUDE	S02	D32	735.0	dimensionless
S02-D32-850.0	NIRSCWAMPLITUDE	S02	D32	850.0	dimensionless
S02-D33-735.0	NIRSCWAMPLITUDE	S02	D33	735.0	dimensionless
S02-D33-850.0	NIRSCWAMPLITUDE	S02	D33	850.0	dimensionless
S02-D34-735.0	NIRSCWAMPLITUDE	S02	D34	735.0	dimensionless
S02-D34-850.0	NIRSCWAMPLITUDE	S02	D34	850.0	dimensionless
S02-D35-735.0	NIRSCWAMPLITUDE	S02	D35	735.0	dimensionless
S02-D35-850.0	NIRSCWAMPLITUDE	S02	D35	850.0	dimensionless
S02-D36-735.0	NIRSCWAMPLITUDE	S02	D36	735.0	dimensionless
S02-D36-850.0	NIRSCWAMPLITUDE	S02	D36	850.0	dimensionless
S02-D37-735.0	NIRSCWAMPLITUDE	S02	D37	735.0	dimensionless
S02-D37-850.0	NIRSCWAMPLITUDE	S02	D37	850.0	dimensionless
S02-D38-735.0	NIRSCWAMPLITUDE	S02	D38	735.0	dimensionless
S02-D38-850.0	NIRSCWAMPLITUDE	S02	D38	850.0	dimensionless
S02-D39-735.0	NIRSCWAMPLITUDE	S02	D39	735.0	dimensionless
S02-D39-850.0	NIRSCWAMPLITUDE	S02	D39	850.0	dimensionless
S02-D40-735.0	NIRSCWAMPLITUDE	S02	D40	735.0	dimensionless
S02-D40-850.0	NIRSCWAMPLITUDE	S02	D40	850.0	dimensionless
S02-D41-735.0	NIRSCWAMPLITUDE	S02	D41	735.0	dimensionless
S02-D41-850.0	NIRSCWAMPLITUDE	S02	D41	850.0	dimensionless
S02-D42-735.0	NIRSCWAMPLITUDE	S02	D42	735.0	dimensionless
S02-D42-850.0	NIRSCWAMPLITUDE	S02	D42	850.0	dimensionless
S02-D43-735.0	NIRSCWAMPLITUDE	S02	D43	735.0	dimensionless
S02-D43-850.0	NIRSCWAMPLITUDE	S02	D43	850.0	dimensionless
S02-D44-735.0	NIRSCWAMPLITUDE	S02	D44	735.0	dimensionless
S02-D44-850.0	NIRSCWAMPLITUDE	S02	D44	850.0	dimensionless
S02-D45-735.0	NIRSCWAMPLITUDE	S02	D45	735.0	dimensionless
S02-D45-850.0	NIRSCWAMPLITUDE	S02	D45	850.0	dimensionless
S02-D46-735.0	NIRSCWAMPLITUDE	S02	D46	735.0	dimensionless
S02-D46-850.0	NIRSCWAMPLITUDE	S02	D46	850.0	dimensionless
S02-D47-735.0	NIRSCWAMPLITUDE	S02	D47	735.0	dimensionless
S02-D47-850.0	NIRSCWAMPLITUDE	S02	D47	850.0	dimensionless
S02-D48-735.0	NIRSCWAMPLITUDE	S02	D48	735.0	dimensionless
S02-D48-850.0	NIRSCWAMPLITUDE	S02	D48	850.0	dimensionless
S03-D01-735.0	NIRSCWAMPLITUDE	S03	D01	735.0	dimensionless
S03-D01-850.0	NIRSCWAMPLITUDE	S03	D01	850.0	dimensionless
S03-D02-735.0	NIRSCWAMPLITUDE	S03	D02	735.0	dimensionless
S03-D02-850.0	NIRSCWAMPLITUDE	S03	D02	850.0	dimensionless
S03-D03-735.0	NIRSCWAMPLITUDE	S03	D03	735.0	dimensionless
S03-D03-850.0	NIRSCWAMPLITUDE	S03	D03	850.0	dimensionless
S03-D04-735.0	NIRSCWAMPLITUDE	S03	D04	735.0	dimensionless
S03-D04-850.0	NIRSCWAMPLITUDE	S03	D04	850.0	dimensionless
S03-D05-735.0	NIRSCWAMPLITUDE	S03	D05	735.0	dimensionless
S03-D05-850.0	NIRSCWAMPLITUDE	S03	D05	850.0	dimensionless
S03-D06-735.0	NIRSCWAMPLITUDE	S03	D06	735.0	dimensionless
S03-D06-850.0	NIRSCWAMPLITUDE	S03	D06	850.0	dimensionless
S03-D07-735.0	NIRSCWAMPLITUDE	S03	D07	735.0	dimensionless
S03-D07-850.0	NIRSCWAMPLITUDE	S03	D07	850.0	dimensionless
S03-D08-735.0	NIRSCWAMPLITUDE	S03	D08	735.0	dimensionless
S03-D08-850.0	NIRSCWAMPLITUDE	S03	D08	850.0	dimensionless
S03-D09-735.0	NIRSCWAMPLITUDE	S03	D09	735.0	dimensionless
S03-D09-850.0	NIRSCWAMPLITUDE	S03	D09	850.0	dimensionless
S03-D10-735.0	NIRSCWAMPLITUDE	S03	D10	735.0	dimensionless
S03-D10-850.0	NIRSCWAMPLITUDE	S03	D10	850.0	dimensionless
S03-D11-735.0	NIRSCWAMPLITUDE	S03	D11	735.0	dimensionless
S03-D11-850.0	NIRSCWAMPLITUDE	S03	D11	850.0	dimensionless
S03-D12-735.0	NIRSCWAMPLITUDE	S03	D12	735.0	dimensionless
S03-D12-850.0	NIRSCWAMPLITUDE	S03	D12	850.0	dimensionless
S03-D13-735.0	NIRSCWAMPLITUDE	S03	D13	735.0	dimensionless
S03-D13-850.0	NIRSCWAMPLITUDE	S03	D13	850.0	dimensionless
S03-D14-735.0	NIRSCWAMPLITUDE	S03	D14	735.0	dimensionless
S03-D14-850.0	NIRSCWAMPLITUDE	S03	D14	850.0	dimensionless
S03-D15-735.0	NIRSCWAMPLITUDE	S03	D15	735.0	dimensionless
S03-D15-850.0	NIRSCWAMPLITUDE	S03	D15	850.0	dimensionless
S03-D16-735.0	NIRSCWAMPLITUDE	S03	D16	735.0	dimensionless
S03-D16-850.0	NIRSCWAMPLITUDE	S03	D16	850.0	dimensionless
S03-D17-735.0	NIRSCWAMPLITUDE	S03	D17	735.0	dimensionless
S03-D17-850.0	NIRSCWAMPLITUDE	S03	D17	850.0	dimensionless
S03-D18-735.0	NIRSCWAMPLITUDE	S03	D18	735.0	dimensionless
S03-D18-850.0	NIRSCWAMPLITUDE	S03	D18	850.0	dimensionless
S03-D19-735.0	NIRSCWAMPLITUDE	S03	D19	735.0	dimensionless
S03-D19-850.0	NIRSCWAMPLITUDE	S03	D19	850.0	dimensionless
S03-D20-735.0	NIRSCWAMPLITUDE	S03	D20	735.0	dimensionless
S03-D20-850.0	NIRSCWAMPLITUDE	S03	D20	850.0	dimensionless
S03-D21-735.0	NIRSCWAMPLITUDE	S03	D21	735.0	dimensionless
S03-D21-850.0	NIRSCWAMPLITUDE	S03	D21	850.0	dimensionless
S03-D22-735.0	NIRSCWAMPLITUDE	S03	D22	735.0	dimensionless
S03-D22-850.0	NIRSCWAMPLITUDE	S03	D22	850.0	dimensionless
S03-D23-735.0	NIRSCWAMPLITUDE	S03	D23	735.0	dimensionless
S03-D23-850.0	NIRSCWAMPLITUDE	S03	D23	850.0	dimensionless
S03-D24-735.0	NIRSCWAMPLITUDE	S03	D24	735.0	dimensionless
S03-D24-850.0	NIRSCWAMPLITUDE	S03	D24	850.0	dimensionless
S03-D25-735.0	NIRSCWAMPLITUDE	S03	D25	735.0	dimensionless
S03-D25-850.0	NIRSCWAMPLITUDE	S03	D25	850.0	dimensionless
S03-D26-735.0	NIRSCWAMPLITUDE	S03	D26	735.0	dimensionless
S03-D26-850.0	NIRSCWAMPLITUDE	S03	D26	850.0	dimensionless
S03-D27-735.0	NIRSCWAMPLITUDE	S03	D27	735.0	dimensionless
S03-D27-850.0	NIRSCWAMPLITUDE	S03	D27	850.0	dimensionless
S03-D28-735.0	NIRSCWAMPLITUDE	S03	D28	735.0	dimensionless
S03-D28-850.0	NIRSCWAMPLITUDE	S03	D28	850.0	dimensionless
S03-D29-735.0	NIRSCWAMPLITUDE	S03	D29	735.0	dimensionless
S03-D29-850.0	NIRSCWAMPLITUDE	S03	D29	850.0	dimensionless
S03-D30-735.0	NIRSCWAMPLITUDE	S03	D30	735.0	dimensionless
S03-D30-850.0	NIRSCWAMPLITUDE	S03	D30	850.0	dimensionless
S03-D31-735.0	NIRSCWAMPLITUDE	S03	D31	735.0	dimensionless
S03-D31-850.0	NIRSCWAMPLITUDE	S03	D31	850.0	dimensionless
S03-D32-735.0	NIRSCWAMPLITUDE	S03	D32	735.0	dimensionless
S03-D32-850.0	NIRSCWAMPLITUDE	S03	D32	850.0	dimensionless
S03-D33-735.0	NIRSCWAMPLITUDE	S03	D33	735.0	dimensionless
S03-D33-850.0	NIRSCWAMPLITUDE	S03	D33	850.0	dimensionless
S03-D34-735.0	NIRSCWAMPLITUDE	S03	D34	735.0	dimensionless
S03-D34-850.0	NIRSCWAMPLITUDE	S03	D34	850.0	dimensionless
S03-D35-735.0	NIRSCWAMPLITUDE	S03	D35	735.0	dimensionless
S03-D35-850.0	NIRSCWAMPLITUDE	S03	D35	850.0	dimensionless
S03-D36-735.0	NIRSCWAMPLITUDE	S03	D36	735.0	dimensionless
S03-D36-850.0	NIRSCWAMPLITUDE	S03	D36	850.0	dimensionless
S03-D37-735.0	NIRSCWAMPLITUDE	S03	D37	735.0	dimensionless
S03-D37-850.0	NIRSCWAMPLITUDE	S03	D37	850.0	dimensionless
S03-D38-735.0	NIRSCWAMPLITUDE	S03	D38	735.0	dimensionless
S03-D38-850.0	NIRSCWAMPLITUDE	S03	D38	850.0	dimensionless
S03-D39-735.0	NIRSCWAMPLITUDE	S03	D39	735.0	dimensionless
S03-D39-850.0	NIRSCWAMPLITUDE	S03	D39	850.0	dimensionless
S03-D40-735.0	NIRSCWAMPLITUDE	S03	D40	735.0	dimensionless
S03-D40-850.0	NIRSCWAMPLITUDE	S03	D40	850.0	dimensionless
S03-D41-735.0	NIRSCWAMPLITUDE	S03	D41	735.0	dimensionless
S03-D41-850.0	NIRSCWAMPLITUDE	S03	D41	850.0	dimensionless
S03-D42-735.0	NIRSCWAMPLITUDE	S03	D42	735.0	dimensionless
S03-D42-850.0	NIRSCWAMPLITUDE	S03	D42	850.0	dimensionless
S03-D43-735.0	NIRSCWAMPLITUDE	S03	D43	735.0	dimensionless
S03-D43-850.0	NIRSCWAMPLITUDE	S03	D43	850.0	dimensionless
S03-D44-735.0	NIRSCWAMPLITUDE	S03	D44	735.0	dimensionless
S03-D44-850.0	NIRSCWAMPLITUDE	S03	D44	850.0	dimensionless
S03-D45-735.0	NIRSCWAMPLITUDE	S03	D45	735.0	dimensionless
S03-D45-850.0	NIRSCWAMPLITUDE	S03	D45	850.0	dimensionless
S03-D46-735.0	NIRSCWAMPLITUDE	S03	D46	735.0	dimensionless
S03-D46-850.0	NIRSCWAMPLITUDE	S03	D46	850.0	dimensionless
S03-D47-735.0	NIRSCWAMPLITUDE	S03	D47	735.0	dimensionless
S03-D47-850.0	NIRSCWAMPLITUDE	S03	D47	850.0	dimensionless
S03-D48-735.0	NIRSCWAMPLITUDE	S03	D48	735.0	dimensionless
S03-D48-850.0	NIRSCWAMPLITUDE	S03	D48	850.0	dimensionless
S04-D01-735.0	NIRSCWAMPLITUDE	S04	D01	735.0	dimensionless
S04-D01-850.0	NIRSCWAMPLITUDE	S04	D01	850.0	dimensionless
S04-D02-735.0	NIRSCWAMPLITUDE	S04	D02	735.0	dimensionless
S04-D02-850.0	NIRSCWAMPLITUDE	S04	D02	850.0	dimensionless
S04-D03-735.0	NIRSCWAMPLITUDE	S04	D03	735.0	dimensionless
S04-D03-850.0	NIRSCWAMPLITUDE	S04	D03	850.0	dimensionless
S04-D04-735.0	NIRSCWAMPLITUDE	S04	D04	735.0	dimensionless
S04-D04-850.0	NIRSCWAMPLITUDE	S04	D04	850.0	dimensionless
S04-D05-735.0	NIRSCWAMPLITUDE	S04	D05	735.0	dimensionless
S04-D05-850.0	NIRSCWAMPLITUDE	S04	D05	850.0	dimensionless
S04-D06-735.0	NIRSCWAMPLITUDE	S04	D06	735.0	dimensionless
S04-D06-850.0	NIRSCWAMPLITUDE	S04	D06	850.0	dimensionless
S04-D07-735.0	NIRSCWAMPLITUDE	S04	D07	735.0	dimensionless
S04-D07-850.0	NIRSCWAMPLITUDE	S04	D07	850.0	dimensionless
S04-D08-735.0	NIRSCWAMPLITUDE	S04	D08	735.0	dimensionless
S04-D08-850.0	NIRSCWAMPLITUDE	S04	D08	850.0	dimensionless
S04-D09-735.0	NIRSCWAMPLITUDE	S04	D09	735.0	dimensionless
S04-D09-850.0	NIRSCWAMPLITUDE	S04	D09	850.0	dimensionless
S04-D10-735.0	NIRSCWAMPLITUDE	S04	D10	735.0	dimensionless
S04-D10-850.0	NIRSCWAMPLITUDE	S04	D10	850.0	dimensionless
S04-D11-735.0	NIRSCWAMPLITUDE	S04	D11	735.0	dimensionless
S04-D11-850.0	NIRSCWAMPLITUDE	S04	D11	850.0	dimensionless
S04-D12-735.0	NIRSCWAMPLITUDE	S04	D12	735.0	dimensionless
S04-D12-850.0	NIRSCWAMPLITUDE	S04	D12	850.0	dimensionless
S04-D13-735.0	NIRSCWAMPLITUDE	S04	D13	735.0	dimensionless
S04-D13-850.0	NIRSCWAMPLITUDE	S04	D13	850.0	dimensionless
S04-D14-735.0	NIRSCWAMPLITUDE	S04	D14	735.0	dimensionless
S04-D14-850.0	NIRSCWAMPLITUDE	S04	D14	850.0	dimensionless
S04-D15-735.0	NIRSCWAMPLITUDE	S04	D15	735.0	dimensionless
S04-D15-850.0	NIRSCWAMPLITUDE	S04	D15	850.0	dimensionless
S04-D16-735.0	NIRSCWAMPLITUDE	S04	D16	735.0	dimensionless
S04-D16-850.0	NIRSCWAMPLITUDE	S04	D16	850.0	dimensionless
S04-D17-735.0	NIRSCWAMPLITUDE	S04	D17	735.0	dimensionless
S04-D17-850.0	NIRSCWAMPLITUDE	S04	D17	850.0	dimensionless
S04-D18-735.0	NIRSCWAMPLITUDE	S04	D18	735.0	dimensionless
S04-D18-850.0	NIRSCWAMPLITUDE	S04	D18	850.0	dimensionless
S04-D19-735.0	NIRSCWAMPLITUDE	S04	D19	735.0	dimensionless
S04-D19-850.0	NIRSCWAMPLITUDE	S04	D19	850.0	dimensionless
S04-D20-735.0	NIRSCWAMPLITUDE	S04	D20	735.0	dimensionless
S04-D20-850.0	NIRSCWAMPLITUDE	S04	D20	850.0	dimensionless
S04-D21-735.0	NIRSCWAMPLITUDE	S04	D21	735.0	dimensionless
S04-D21-850.0	NIRSCWAMPLITUDE	S04	D21	850.0	dimensionless
S04-D22-735.0	NIRSCWAMPLITUDE	S04	D22	735.0	dimensionless
S04-D22-850.0	NIRSCWAMPLITUDE	S04	D22	850.0	dimensionless
S04-D23-735.0	NIRSCWAMPLITUDE	S04	D23	735.0	dimensionless
S04-D23-850.0	NIRSCWAMPLITUDE	S04	D23	850.0	dimensionless
S04-D24-735.0	NIRSCWAMPLITUDE	S04	D24	735.0	dimensionless
S04-D24-850.0	NIRSCWAMPLITUDE	S04	D24	850.0	dimensionless
S04-D25-735.0	NIRSCWAMPLITUDE	S04	D25	735.0	dimensionless
S04-D25-850.0	NIRSCWAMPLITUDE	S04	D25	850.0	dimensionless
S04-D26-735.0	NIRSCWAMPLITUDE	S04	D26	735.0	dimensionless
S04-D26-850.0	NIRSCWAMPLITUDE	S04	D26	850.0	dimensionless
